source,comparison,feature,MWW_pval,MWW_qval,FC,Log2FC,Log10FC,diffmean,source_true_summary,source_false_summary
BF,6_vs_5,days_to_recovery,,,0.5574960753532182,-0.8429664460667592,-0.25375818560435814,-40.267857142857146,50.73 ± 21.27,91.0 ± nan
BF,6_vs_5,diarrhoea,0.10860112351948423,,8.323008279363815,3.057105072271676,0.9202803266502775,0.023389556595822203,0.03 ± 0.06,0.0 ± 0.0
BF,6_vs_5,fail_child.is.sick,0.05941861612881957,,0.4572527213040306,-1.1289363388004192,-0.339843701174001,-0.006284823837188409,0.01 ± 0.02,0.01 ± 0.02
BF,6_vs_5,fail_child.or.parents.not.at.home,0.7258836835619628,,1.1284631269656251,0.17435927859803785,0.05248737288034222,0.0030590985099349134,0.03 ± 0.08,0.02 ± 0.03
BF,6_vs_5,fail_child.refused.to.take,0.7145392759212301,,1.076246996044829,0.10600921086506822,0.03191195228705355,0.001039005187193685,0.01 ± 0.04,0.01 ± 0.02
BF,6_vs_5,fail_child.vomiting,0.03741630592506992,,0.13058860112681742,-2.936899123083606,-0.884094730287408,-0.0027339981096640834,0.0 ± 0.0,0.0 ± 0.01
BF,6_vs_5,fail_no.failure,0.9734680371796721,,0.9944341803939081,-0.008052209762742353,-0.0024239566699637977,-0.00527184536479508,0.94 ± 0.12,0.95 ± 0.07
BF,6_vs_5,fail_other,0.14122118845205012,,1.320938026490422,0.4015627822756807,0.12088244260726438,0.0002097634160068085,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_5,fail_parents.refused.to.feed,0.5040335597295689,,inf,inf,inf,0.009982800198512198,0.01 ± 0.07,0.0 ± 0.0
BF,6_vs_5,fever,0.5315886389354321,,0.42330945610576176,-1.2402153782024126,-0.37334202992267507,-0.0006686267175585299,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_5,ors,0.3425352884864088,,4.87510854843009,2.2854343420495984,0.6879842900775044,0.0074071010606321245,0.01 ± 0.01,0.0 ± 0.0
BF,6_vs_5,rash,0.06920915634358926,,0.8836019662756105,-0.17853146576760606,-0.05374332636590666,-0.000498139922673856,0.0 ± 0.02,0.0 ± 0.01
BF,6_vs_5,zinc,0.2657969952737822,,inf,inf,inf,0.0031833722210749768,0.0 ± 0.01,0.0 ± 0.0
BF,6_vs_2,antibiotic,0.5160436846048841,,0.8400829840343391,-0.25139624944647543,-0.07567781188081363,-0.008073696002494364,0.04 ± 0.05,0.05 ± 0.04
BF,6_vs_2,base_temp,0.6130370107113127,,1.0012400438784759,0.0017878968476546732,0.000538210580297132,0.04482758620689964,36.19 ± 0.22,36.15 ± 0.24
BF,6_vs_2,comp_cookies.ruti.bread,0.1885006817283048,,2.8554356195926034,1.5137108570713913,0.45567237274072214,0.03055358056215365,0.05 ± 0.07,0.02 ± 0.03
BF,6_vs_2,comp_halwa,0.044882175126114504,,0.511171146521188,-0.9681216904209236,-0.29143366826961675,-0.0003771827573138957,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_2,comp_khichuri,0.7486708226735501,,2.967072730970259,1.5690402916055273,0.47232819217862365,0.026638806528026433,0.04 ± 0.08,0.01 ± 0.02
BF,6_vs_2,comp_none,0.7764029539936171,,0.5368348119153586,-0.8974498664393893,-0.27015932940288984,-0.015724744039910657,0.02 ± 0.06,0.03 ± 0.07
BF,6_vs_2,comp_others,0.20009551579851237,,0.18411021393055046,-2.441358429208774,-0.7349221173589412,-0.22197914912901806,0.05 ± 0.11,0.27 ± 0.46
BF,6_vs_2,comp_rice.and.curry,0.13016386860049228,,1.5354112322043674,0.6186251071946538,0.18622471333643653,0.24462806457640313,0.7 ± 0.28,0.46 ± 0.41
BF,6_vs_2,comp_suji,0.5910511919176575,,0.6738675622775193,-0.5694630138953639,-0.17142544860371908,-0.06728138705047113,0.14 ± 0.24,0.21 ± 0.41
BF,6_vs_2,comp_tea.drinks.juice,0.4192460913655168,,inf,inf,inf,0.0035420113101304997,0.0 ± 0.01,0.0 ± 0.0
BF,6_vs_2,cough,0.5175280774353876,,1.8290274774065116,0.871076748799228,0.26222022991402644,0.019549203269985833,0.04 ± 0.05,0.02 ± 0.03
BF,6_vs_2,days_to_recovery,,,0.9663265306122448,-0.049417323534185674,-0.01487609668922147,-1.767857142857146,50.73 ± 21.27,52.5 ± 3.54
BF,6_vs_2,diarrhoea,0.3232055946204201,,0.5922792847284799,-0.7556504668704774,-0.22747345676550518,-0.018299912977363105,0.03 ± 0.06,0.04 ± 0.06
BF,6_vs_2,fail_child.is.sick,0.8287846977447088,,1.1436825751113837,0.19368669297506264,0.05830550434645396,0.0006651971069971457,0.01 ± 0.02,0.0 ± 0.01
BF,6_vs_2,fail_child.or.parents.not.at.home,0.633918942054844,,0.6228973168152523,-0.682933736984889,-0.20558353988334763,-0.01626842496902486,0.03 ± 0.08,0.04 ± 0.08
BF,6_vs_2,fail_child.refused.to.take,0.6926265046118316,,3.8013856162187345,1.9265253809979177,0.5799419270883529,0.010807814877387025,0.01 ± 0.04,0.0 ± 0.01
BF,6_vs_2,fail_child.vomiting,0.7662283526769963,,inf,inf,inf,0.0004106559783862164,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_2,fail_no.failure,0.6061696765066469,,0.9931868476582189,-0.009862938229536471,-0.0029690402524714787,-0.0064614013795063485,0.94 ± 0.12,0.95 ± 0.1
BF,6_vs_2,fail_other,0.6883086523805646,,inf,inf,inf,0.0008633581872486285,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_2,fail_parents.refused.to.feed,0.5520049969985502,,inf,inf,inf,0.009982800198512198,0.01 ± 0.07,0.0 ± 0.0
BF,6_vs_2,fever,0.028525206814663986,,0.17647948828959364,-2.502427582000098,-0.7533057641589164,-0.002290229746918695,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_2,ors,0.6798270970637921,,0.9129187772032601,-0.13144158619886814,-0.039567860123512086,-0.0008888757677021353,0.01 ± 0.01,0.01 ± 0.01
BF,6_vs_2,rash,0.5092816274542931,,inf,inf,inf,0.003781484970761764,0.0 ± 0.02,0.0 ± 0.0
BF,6_vs_2,zinc,0.9753538751444563,,1.4176617624520582,0.5035133634372067,0.15157262561225893,0.0009378632390390517,0.0 ± 0.01,0.0 ± 0.0
BF,6_vs_1,antibiotic,0.2960194203107209,,2.067803081620231,1.048098803304336,0.31550917821412816,0.021901905230925424,0.04 ± 0.05,0.02 ± 0.02
BF,6_vs_1,base_temp,0.06047491941995393,,0.9938173417409913,-0.008947378290703358,-0.002693429248054431,-0.22517241379309638,36.19 ± 0.22,36.42 ± 0.28
BF,6_vs_1,comp_cookies.ruti.bread,0.1664871254849175,,3.624572398200438,1.8578108060564011,0.5592567788916558,0.034047903368708,0.05 ± 0.07,0.01 ± 0.02
BF,6_vs_1,comp_halwa,0.061584028312241156,,0.07814489460224519,-3.6777045682787874,-1.1070993902423671,-0.004652896431029676,0.0 ± 0.0,0.01 ± 0.01
BF,6_vs_1,comp_khichuri,0.24187275980401324,,0.693811356572135,-0.527384639480407,-0.1587585957360372,-0.01773250995363728,0.04 ± 0.08,0.06 ± 0.09
BF,6_vs_1,comp_none,0.9349840460215932,,0.45137514205942686,-1.1476011256599477,-0.34546236188139395,-0.022152675651859098,0.02 ± 0.06,0.04 ± 0.09
BF,6_vs_1,comp_others,0.5180724485269936,,4.416801742647924,2.143002075457537,0.6451079054828851,0.03874988724308256,0.05 ± 0.11,0.01 ± 0.02
BF,6_vs_1,comp_rice.and.curry,0.2825626067760103,,0.8860975356831222,-0.1744625851571534,-0.05251847125338484,-0.09017685946787712,0.7 ± 0.28,0.79 ± 0.36
BF,6_vs_1,comp_suji,0.9834792813665308,,1.8235002303965109,0.8667103819563848,0.260905822522258,0.06278174655389497,0.14 ± 0.24,0.08 ± 0.15
BF,6_vs_1,comp_tea.drinks.juice,0.14999483003588918,,0.803795603535487,-0.31509940847713946,-0.09485437356759632,-0.0008645956612823797,0.0 ± 0.01,0.0 ± 0.01
BF,6_vs_1,cough,0.5157232569641976,,0.996846315313515,-0.004556994702777635,-0.0013717920956179367,-0.00013644902242409412,0.04 ± 0.05,0.04 ± 0.07
BF,6_vs_1,days_to_recovery,,,0.6421790235081374,-0.6389525540451659,-0.19234388457370602,-28.267857142857146,50.73 ± 21.27,79.0 ± nan
BF,6_vs_1,diarrhoea,0.5355148822009173,,0.49667616972112016,-1.0096225662517588,-0.3039266767410246,-0.026939340523564576,0.03 ± 0.06,0.05 ± 0.1
BF,6_vs_1,fail_child.is.sick,0.2657953255011418,,inf,inf,inf,0.005294826736626771,0.01 ± 0.02,0.0 ± 0.0
BF,6_vs_1,fail_child.or.parents.not.at.home,0.9346015395082818,,0.6555801635775068,-0.6091558925874421,-0.18337419570428629,-0.014117724352839225,0.03 ± 0.08,0.04 ± 0.09
BF,6_vs_1,fail_child.refused.to.take,0.6686331406752386,,0.8783503224421085,-0.18713163388795706,-0.05633223493788543,-0.002031188022670974,0.01 ± 0.04,0.02 ± 0.03
BF,6_vs_1,fail_child.vomiting,0.7350429130231539,,inf,inf,inf,0.0004106559783862164,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_1,fail_no.failure,0.6654745595046614,,0.9995726168677114,-0.0006167153217646219,-0.0001856498106367149,-0.0004027287252637013,0.94 ± 0.12,0.94 ± 0.12
BF,6_vs_1,fail_other,0.6504346057703612,,inf,inf,inf,0.0008633581872486285,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_1,fail_parents.refused.to.feed,0.5040335597295689,,inf,inf,inf,0.009982800198512198,0.01 ± 0.07,0.0 ± 0.0
BF,6_vs_1,fever,0.4185809300095722,,inf,inf,inf,0.0004907935722965302,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_1,ors,0.20852430058225724,,0.7095983238165628,-0.4949254931181551,-0.14898741904735197,-0.0038136007614856735,0.01 ± 0.01,0.01 ± 0.01
BF,6_vs_1,rash,0.4588735250824747,,inf,inf,inf,0.003781484970761764,0.0 ± 0.02,0.0 ± 0.0
BF,6_vs_1,zinc,0.3321234488892112,,0.49528941437420093,-1.0136563077390677,-0.3051409539234587,-0.003243924887822804,0.0 ± 0.01,0.01 ± 0.01
BF,6_vs_4,antibiotic,0.8817401283813023,,1.019891833681715,0.02841615289695464,0.008554114383357281,0.0008272192053642921,0.04 ± 0.05,0.04 ± 0.04
BF,6_vs_4,base_temp,0.39313343009491164,,0.9984780023781213,-0.002197451103524505,-0.0006614986961657924,-0.05517241379310178,36.19 ± 0.22,36.25 ± 0.23
BF,6_vs_4,comp_cookies.ruti.bread,0.6406066031624811,,0.8140153678385327,-0.29687206342390604,-0.08936739596525559,-0.010743184927302522,0.05 ± 0.07,0.06 ± 0.12
BF,6_vs_4,comp_halwa,0.6065203206031251,,inf,inf,inf,0.0003944221809577043,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_4,comp_khichuri,0.32717413440308385,,1.711718804554754,0.7754457200834698,0.23343242175437967,0.01670700323856906,0.04 ± 0.08,0.02 ± 0.03
BF,6_vs_4,comp_none,0.2012065679777011,,0.3875435564191158,-1.3675696294076463,-0.41167947961077617,-0.02880335209632219,0.02 ± 0.06,0.05 ± 0.08
BF,6_vs_4,comp_others,0.34154319584044934,,1.4271255192013113,0.5131122289731425,0.1544621720629208,0.014991735672584487,0.05 ± 0.11,0.04 ± 0.03
BF,6_vs_4,comp_rice.and.curry,0.9391831686214809,,0.9800425519438751,-0.029083704694546006,-0.008755067498091695,-0.01428576790002034,0.7 ± 0.28,0.72 ± 0.25
BF,6_vs_4,comp_suji,0.9097049556715137,,1.196942787243174,0.2593541944424857,0.0780733920284568,0.02287400326970268,0.14 ± 0.24,0.12 ± 0.21
BF,6_vs_4,comp_tea.drinks.juice,0.9338454891256117,,0.7573464183115407,-0.40097473964164554,-0.12070542413569055,-0.001134859438168813,0.0 ± 0.01,0.0 ± 0.01
BF,6_vs_4,cough,0.6121855181295977,,1.5075521978409578,0.5922079552016992,0.17827235818654266,0.014520739079049758,0.04 ± 0.05,0.03 ± 0.03
BF,6_vs_4,days_to_recovery,,,1.028354247104247,0.040337329224143396,0.012142746041440469,1.3988095238095184,50.73 ± 21.27,49.33 ± 24.68
BF,6_vs_4,diarrhoea,0.25668673092522765,,0.4968216678770196,-1.009199999716571,-0.3037994715387692,-0.02692366592498498,0.03 ± 0.06,0.05 ± 0.08
BF,6_vs_4,fail_child.is.sick,0.2812027666652195,,0.3101240333934788,-1.6890827614100683,-0.5084645763433783,-0.011778428369367567,0.01 ± 0.02,0.02 ± 0.04
BF,6_vs_4,fail_child.or.parents.not.at.home,0.07126908282953649,,0.43414946328620774,-1.2037362945668661,-0.3623607315340405,-0.035023924653344043,0.03 ± 0.08,0.06 ± 0.09
BF,6_vs_4,fail_child.refused.to.take,0.5969683809885679,,0.5216921616893277,-0.9387293375364419,-0.28258568840824705,-0.013446217015073576,0.01 ± 0.04,0.03 ± 0.05
BF,6_vs_4,fail_child.vomiting,0.6603318151266614,,inf,inf,inf,0.0004106559783862164,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_4,fail_no.failure,0.11895961718268841,,1.0607887759284227,0.08513741567053802,0.02562891587014462,0.0539764182503254,0.94 ± 0.12,0.89 ± 0.13
BF,6_vs_4,fail_other,0.56061721690538,,inf,inf,inf,0.0008633581872486285,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_4,fail_parents.refused.to.feed,0.7028119514129888,,2.002703301363064,1.0019487030488416,0.30161661373432436,0.004998137621825086,0.01 ± 0.07,0.0 ± 0.01
BF,6_vs_4,fever,0.26377254274697237,,0.5732199996438779,-0.802839148784008,-0.24167866547732428,-0.00036541097848928237,0.0 ± 0.0,0.0 ± 0.0
BF,6_vs_4,ors,0.877201940417846,,1.3220467832184395,0.4027732303425964,0.12124682378359948,0.0022699737215108526,0.01 ± 0.01,0.01 ± 0.01
BF,6_vs_4,rash,0.3462923483666045,,inf,inf,inf,0.003781484970761764,0.0 ± 0.02,0.0 ± 0.0
BF,6_vs_4,zinc,0.15896512531501317,,inf,inf,inf,0.0031833722210749768,0.0 ± 0.01,0.0 ± 0.0
BF,6_vs_7,antibiotic,0.11661840406127501,,0.3134430723286792,-1.6737246509886916,-0.5038413244298243,-0.09290044235816552,0.04 ± 0.05,0.14 ± nan
BF,6_vs_7,base_temp,0.1792349025530141,,0.991639111950874,-0.012112919968607243,-0.003646352245627989,-0.3051724137931018,36.19 ± 0.22,36.5 ± nan
BF,6_vs_7,comp_cookies.ruti.bread,0.8209720715730554,,1.7809069835520488,0.8326121667075874,0.250641236933763,0.020618006166390725,0.05 ± 0.07,0.03 ± nan
BF,6_vs_7,comp_halwa,0.8878055936788645,,inf,inf,inf,0.0003944221809577043,0.0 ± 0.0,0.0 ± nan
BF,6_vs_7,comp_khichuri,0.7400774607582987,,4.058297791555107,2.0208747316881834,0.6083439117175431,0.03028017615401096,0.04 ± 0.08,0.01 ± nan
BF,6_vs_7,comp_none,0.6201283562737082,,inf,inf,inf,0.018225873244039945,0.02 ± 0.06,0.0 ± nan
BF,6_vs_7,comp_others,0.5262195163726189,,1.2647944497338688,0.33890294187992687,0.10201995112462485,0.010486908900351241,0.05 ± 0.11,0.04 ± nan
BF,6_vs_7,comp_rice.and.curry,0.689297558032138,,0.9795495500193425,-0.0298096225485376,-0.00897359054653119,-0.014646031834332218,0.7 ± 0.28,0.72 ± nan
BF,6_vs_7,comp_suji,0.35461820756174534,,0.6686172391296931,-0.5807475420763932,-0.1748224300731244,-0.06890136612154896,0.14 ± 0.24,0.21 ± nan
BF,6_vs_7,comp_tea.drinks.juice,0.6991451349292368,,inf,inf,inf,0.0035420113101304997,0.0 ± 0.01,0.0 ± nan
BF,6_vs_7,cough,0.12864681690360008,,0.35320046902074564,-1.5014408361211007,-0.4519787283872593,-0.07898212094466142,0.04 ± 0.05,0.12 ± nan
BF,6_vs_7,days_to_recovery,,,,,,,50.73 ± 21.27,nan ± nan
BF,6_vs_7,diarrhoea,0.37111580257357646,,1.0068515241392777,0.009850951287963252,0.002965431823501667,0.0001808983271096437,0.03 ± 0.06,0.03 ± nan
BF,6_vs_7,fail_child.is.sick,0.021878254367118564,,0.07292420459990508,-3.7774584443527535,-1.1371282991243785,-0.06731243398944582,0.01 ± 0.02,0.07 ± nan
BF,6_vs_7,fail_child.or.parents.not.at.home,0.12397596398065236,,0.4789564799791796,-1.0620335223719137,-0.3197039466346199,-0.029233464819649984,0.03 ± 0.08,0.06 ± nan
BF,6_vs_7,fail_child.refused.to.take,0.06388089268750055,,0.18515622455540598,-2.4331850442475584,-0.7324616833195065,-0.06454208122333417,0.01 ± 0.04,0.08 ± nan
BF,6_vs_7,fail_child.vomiting,0.9138871733660092,,inf,inf,inf,0.0004106559783862164,0.0 ± 0.0,0.0 ± nan
BF,6_vs_7,fail_no.failure,0.15118027878842663,,1.1891618466562073,0.24994508133928303,0.07524096675179778,0.14983116566828292,0.94 ± 0.12,0.79 ± nan
BF,6_vs_7,fail_other,0.865812940885076,,inf,inf,inf,0.0008633581872486285,0.0 ± 0.0,0.0 ± nan
BF,6_vs_7,fail_parents.refused.to.feed,0.7834882513405619,,inf,inf,inf,0.009982800198512198,0.01 ± 0.07,0.0 ± nan
BF,6_vs_7,fever,0.7327822159978058,,inf,inf,inf,0.0004907935722965302,0.0 ± 0.0,0.0 ± nan
BF,6_vs_7,ors,0.13562343755490355,,0.35294036406618773,-1.502503661346438,-0.4522986706602341,-0.017084082796932333,0.01 ± 0.01,0.03 ± nan
BF,6_vs_7,rash,0.7570990128737719,,inf,inf,inf,0.003781484970761764,0.0 ± 0.02,0.0 ± nan
BF,6_vs_7,zinc,0.6293784253457122,,inf,inf,inf,0.0031833722210749768,0.0 ± 0.01,0.0 ± nan
BF,6_vs_0,antibiotic,0.5400703298735345,,2.502372250703229,1.323296419518289,0.39835191542975235,0.025463936452596987,0.04 ± 0.05,0.02 ± nan
BF,6_vs_0,base_temp,0.1792349025530141,,0.991639111950874,-0.012112919968607243,-0.003646352245627989,-0.3051724137931018,36.19 ± 0.22,36.5 ± nan
BF,6_vs_0,comp_cookies.ruti.bread,0.25084290461981196,,inf,inf,inf,0.047020646430417125,0.05 ± 0.07,0.0 ± nan
BF,6_vs_0,comp_halwa,0.8878055936788645,,inf,inf,inf,0.0003944221809577043,0.0 ± 0.0,0.0 ± nan
BF,6_vs_0,comp_khichuri,0.3661169214729947,,inf,inf,inf,0.04018116625302086,0.04 ± 0.08,0.0 ± nan
BF,6_vs_0,comp_none,0.6201283562737082,,inf,inf,inf,0.018225873244039945,0.02 ± 0.06,0.0 ± nan
BF,6_vs_0,comp_others,0.321189220212019,,inf,inf,inf,0.05009086929639084,0.05 ± 0.11,0.0 ± nan
BF,6_vs_0,comp_rice.and.curry,0.1595063787142288,,3.183846887255051,1.6707709576437404,0.5029521741350009,0.48118660227653653,0.7 ± 0.28,0.22 ± nan
BF,6_vs_0,comp_suji,0.09948070276895808,,0.17830752459786692,-2.487560508744599,-0.7488303291612776,-0.6406415909914936,0.14 ± 0.24,0.78 ± nan
BF,6_vs_0,comp_tea.drinks.juice,0.6991451349292368,,inf,inf,inf,0.0035420113101304997,0.0 ± 0.01,0.0 ± nan
BF,6_vs_0,cough,0.2399774447098143,,inf,inf,inf,0.043130090276460684,0.04 ± 0.05,0.0 ± nan
BF,6_vs_0,days_to_recovery,,,1.0569196428571428,0.0798656934107808,0.024041969341148193,2.732142857142854,50.73 ± 21.27,48.0 ± nan
BF,6_vs_0,diarrhoea,0.26761134874727943,,inf,inf,inf,0.026583538591136043,0.03 ± 0.06,0.0 ± nan
BF,6_vs_0,fail_child.is.sick,0.6293771356320615,,inf,inf,inf,0.005294826736626771,0.01 ± 0.02,0.0 ± nan
BF,6_vs_0,fail_child.or.parents.not.at.home,0.464413565522929,,inf,inf,inf,0.026872145741406114,0.03 ± 0.08,0.0 ± nan
BF,6_vs_0,fail_child.refused.to.take,0.4693381323225544,,4.32642267277988,2.113174617249882,0.6361289458679672,0.011276009060270525,0.01 ± 0.04,0.0 ± nan
BF,6_vs_0,fail_child.vomiting,0.9138871733660092,,inf,inf,inf,0.0004106559783862164,0.0 ± 0.0,0.0 ± nan
BF,6_vs_0,fail_no.failure,0.6833113588015187,,0.9451141503699901,-0.0814395071123104,-0.024515734472895564,-0.054699795902450554,0.94 ± 0.12,1.0 ± nan
BF,6_vs_0,fail_other,0.865812940885076,,inf,inf,inf,0.0008633581872486285,0.0 ± 0.0,0.0 ± nan
BF,6_vs_0,fail_parents.refused.to.feed,0.7834882513405619,,inf,inf,inf,0.009982800198512198,0.01 ± 0.07,0.0 ± nan
BF,6_vs_0,fever,0.7327822159978058,,inf,inf,inf,0.0004907935722965302,0.0 ± 0.0,0.0 ± nan
BF,6_vs_0,ors,0.393036817373447,,inf,inf,inf,0.009318557467094065,0.01 ± 0.01,0.0 ± nan
BF,6_vs_0,rash,0.7570990128737719,,inf,inf,inf,0.003781484970761764,0.0 ± 0.02,0.0 ± nan
BF,6_vs_0,zinc,0.6293784253457122,,inf,inf,inf,0.0031833722210749768,0.0 ± 0.01,0.0 ± nan
BF,5_vs_2,antibiotic,1.0,,0.822360499365873,-0.2821571259995267,-0.08493775841619891,-0.00896844727557207,0.04 ± 0.03,0.05 ± 0.04
BF,5_vs_2,base_temp,0.6167690999347494,,1.0013831258644539,0.001994050132087873,0.0006002689026161735,0.05000000000000426,36.2 ± 0.16,36.15 ± 0.24
BF,5_vs_2,comp_cookies.ruti.bread,0.3061360394008035,,1.7942242709469645,0.8433602327101486,0.2538767271959102,0.013078543383857201,0.03 ± 0.05,0.02 ± 0.03
BF,5_vs_2,comp_halwa,0.37109336952269756,,0.0,-inf,-inf,-0.0007716049382716,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_2,comp_khichuri,0.3705503184353732,,2.6273524791426026,1.3936097618718624,0.41951834057356857,0.022038192671910612,0.04 ± 0.03,0.01 ± 0.02
BF,5_vs_2,comp_none,0.37109336952269756,,0.0,-inf,-inf,-0.0339506172839506,0.0 ± 0.0,0.03 ± 0.07
BF,5_vs_2,comp_others,0.3061360394008035,,0.12401325498313871,-3.0114337655942216,-0.9065318933991952,-0.23832972985715142,0.03 ± 0.06,0.27 ± 0.46
BF,5_vs_2,comp_rice.and.curry,0.19047619047619047,,1.8089749933812111,0.8551724648003524,0.25743256337080617,0.36961866882541655,0.83 ± 0.16,0.46 ± 0.41
BF,5_vs_2,comp_suji,0.6873218011739946,,0.33108533413648333,-1.594724988825292,-0.4800600564713201,-0.13799763940070517,0.07 ± 0.1,0.21 ± 0.41
BF,5_vs_2,comp_tea.drinks.juice,0.10943559787402424,,inf,inf,inf,0.0063141865988943805,0.01 ± 0.01,0.0 ± 0.0
BF,5_vs_2,cough,0.5333889475196263,,1.7653478270413074,0.8199524661642207,0.24683028733408605,0.01804758063011213,0.04 ± 0.04,0.02 ± 0.03
BF,5_vs_2,days_to_recovery,,,1.7333333333333334,0.7935491225325737,0.2388820889151367,38.5,91.0 ± nan,52.5 ± 3.54
BF,5_vs_2,diarrhoea,0.12477273604372269,,0.07116168395470487,-3.8127555391421537,-1.1477537834157827,-0.04168946957318531,0.0 ± 0.0,0.04 ± 0.06
BF,5_vs_2,fail_child.is.sick,0.5023349543605022,,2.5012045239440814,1.3226230317754817,0.3981492055204549,0.006950020944185555,0.01 ± 0.02,0.0 ± 0.01
BF,5_vs_2,fail_child.or.parents.not.at.home,0.8932728301422118,,0.5519873019601346,-0.8572930155829271,-0.2580709127636899,-0.019327523478959774,0.02 ± 0.03,0.04 ± 0.08
BF,5_vs_2,fail_child.refused.to.take,0.7710186241805638,,3.5320754716981297,1.8205161701328498,0.5480299748012993,0.00976880969019334,0.01 ± 0.02,0.0 ± 0.01
BF,5_vs_2,fail_child.vomiting,0.5023349543605021,,inf,inf,inf,0.0031446540880503,0.0 ± 0.01,0.0 ± 0.0
BF,5_vs_2,fail_no.failure,0.8982119432176432,,0.998745685978739,-0.0018107284667941467,-0.0005450835825076892,-0.0011895560147112683,0.95 ± 0.07,0.95 ± 0.1
BF,5_vs_2,fail_other,0.5023349543605021,,inf,inf,inf,0.00065359477124182,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_2,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_2,fever,0.46685427082272546,,0.4169041956046007,-1.2622122037976853,-0.37996373423624136,-0.001621603029360165,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_2,ors,0.5023349543605022,,0.1872612205726667,-2.416875928248467,-0.7275521502010165,-0.00829597682833426,0.0 ± 0.0,0.01 ± 0.01
BF,5_vs_2,rash,0.24042078636843522,,inf,inf,inf,0.00427962489343562,0.0 ± 0.01,0.0 ± 0.0
BF,5_vs_2,zinc,0.37109336952269756,,0.0,-inf,-inf,-0.002245508982035925,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_1,antibiotic,0.24915263858192682,,2.02418047634446,1.0173379267512845,0.30624923167874285,0.02100715395784772,0.04 ± 0.03,0.02 ± 0.02
BF,5_vs_1,base_temp,0.20729984031374127,,0.9939593629873698,-0.008741225006270293,-0.00263137092573543,-0.21999999999999176,36.2 ± 0.16,36.42 ± 0.28
BF,5_vs_1,comp_cookies.ruti.bread,0.4506437276804216,,2.2775144093718085,1.1874601816951584,0.3574611333468439,0.016572866190411553,0.03 ± 0.05,0.01 ± 0.02
BF,5_vs_1,comp_halwa,0.4237107971667934,,0.0,-inf,-inf,-0.00504731861198738,0.0 ± 0.0,0.01 ± 0.01
BF,5_vs_1,comp_khichuri,1.0,,0.6143721954368778,-0.7028151692140722,-0.21156844734109237,-0.0223331238097531,0.04 ± 0.03,0.06 ± 0.09
BF,5_vs_1,comp_none,0.4237107971667934,,0.0,-inf,-inf,-0.04037854889589904,0.0 ± 0.0,0.04 ± 0.09
BF,5_vs_1,comp_others,1.0,,2.975076444849421,1.5729267390720894,0.47349812944263114,0.022399306514949202,0.03 ± 0.06,0.01 ± 0.02
BF,5_vs_1,comp_rice.and.curry,0.8412698412698413,,1.0439732692629733,0.062084772448545204,0.018689378780984825,0.0348137447811363,0.83 ± 0.16,0.79 ± 0.36
BF,5_vs_1,comp_suji,1.0,,0.8959240908381148,-0.15855159297354302,-0.047728785345342965,-0.007934505796339072,0.07 ± 0.1,0.08 ± 0.15
BF,5_vs_1,comp_tea.drinks.juice,0.6558364965906589,,1.4328908023467042,0.5189286689750817,0.15621309497148436,0.0019075796274815012,0.01 ± 0.01,0.0 ± 0.01
BF,5_vs_1,cough,0.5900138871633462,,0.9621399888033102,-0.05568127733778485,-0.016761734675558304,-0.0016380716622977978,0.04 ± 0.04,0.04 ± 0.07
BF,5_vs_1,days_to_recovery,,,1.1518987341772151,0.20401389202159326,0.06141430103065214,12.0,91.0 ± nan,79.0 ± nan
BF,5_vs_1,diarrhoea,0.16123759183401642,,0.05967507817486931,-4.066727638523434,-1.224207003391302,-0.05032889711938678,0.0 ± 0.0,0.05 ± 0.1
BF,5_vs_1,fail_child.is.sick,0.07200565755549801,,inf,inf,inf,0.01157965057381518,0.01 ± 0.02,0.0 ± 0.0
BF,5_vs_1,fail_child.or.parents.not.at.home,1.0,,0.580949565751719,-0.7835151711854799,-0.23586156858462848,-0.017176822862774138,0.02 ± 0.03,0.04 ± 0.09
BF,5_vs_1,fail_child.refused.to.take,0.9063293908364868,,0.8161233672846623,-0.29314084475302526,-0.08824418722493897,-0.003070193209864659,0.01 ± 0.02,0.02 ± 0.03
BF,5_vs_1,fail_child.vomiting,0.4237107971667934,,inf,inf,inf,0.0031446540880503,0.0 ± 0.01,0.0 ± 0.0
